,label,origin,UMAP_1,UMAP_2,UMAP_3
20831,MMY,barcelone,14.787408,-7.226035,26.398119
21030,MMY,barcelone,14.14375,-5.1339936,26.7171
20200,MMY,barcelone,14.660435,-7.830134,27.280283
20189,MMY,barcelone,16.630753,-9.958612,25.710112
20873,MMY,barcelone,13.768145,-7.6159782,25.61378
20890,MMY,barcelone,15.484144,-6.421066,27.97407
20203,MMY,barcelone,14.540289,-7.254961,25.488295
20532,MMY,barcelone,14.740975,-5.7308054,26.533028
20834,MMY,barcelone,13.779565,-5.268931,26.158674
20408,MMY,barcelone,15.860814,-6.807356,27.055332
20368,MMY,barcelone,12.333536,-5.250541,25.950312
20838,MMY,barcelone,15.9786,-7.5149174,26.480337
20973,MMY,barcelone,14.154746,-6.1294208,26.920975
20514,MMY,barcelone,15.073951,-8.639854,27.121592
20507,MMY,barcelone,15.944885,-8.573355,24.799843
21073,MMY,barcelone,15.631746,-7.954512,27.48328
20362,MMY,barcelone,16.72853,-7.1560793,25.98709
20179,MMY,barcelone,15.775151,-7.5756154,26.4698
21086,MMY,barcelone,11.844606,-5.2729144,26.657652
20555,MMY,barcelone,15.607565,-9.191619,26.114368
20594,MMY,barcelone,14.306664,-7.633963,27.446749
20627,MMY,barcelone,16.64256,-9.790004,26.843924
20745,MMY,barcelone,15.250783,-7.6674333,27.896803
20569,MMY,barcelone,16.45242,-8.938658,27.284227
20773,MMY,barcelone,13.226666,-4.958788,26.133024
21021,MMY,barcelone,14.693151,-6.4061813,25.225029
20985,MMY,barcelone,12.633352,-8.127401,26.871584
20276,MMY,barcelone,16.157272,-6.99959,27.605812
20752,MMY,barcelone,14.73763,-6.2097764,25.392063
20472,MMY,barcelone,15.136253,-8.078606,26.339653
20115,MMY,barcelone,14.35439,-6.9229894,25.643803
20946,MMY,barcelone,16.564724,-6.7177415,26.019276
20971,MMY,barcelone,14.18516,-5.576654,26.172113
20589,MMY,barcelone,15.782448,-9.491554,26.020481
20431,MMY,barcelone,13.290639,-8.110673,27.64187
20453,MMY,barcelone,15.1097555,-8.120649,25.97771
20625,MMY,barcelone,14.058805,-5.503153,25.852314
20832,MMY,barcelone,15.97447,-9.212523,25.5098
20892,MMY,barcelone,15.488199,-5.442834,26.213467
20544,MMY,barcelone,14.830435,-9.120106,27.032688
20740,MMY,barcelone,16.248665,-6.9722605,26.9892
20099,MMY,barcelone,15.52001,-6.9852605,26.87928
20803,MMY,barcelone,15.892611,-7.925531,26.944904
20987,MMY,barcelone,15.485399,-7.131734,26.26178
20771,MMY,barcelone,13.719955,-6.0923576,26.8042
20806,MMY,barcelone,13.28728,-8.428128,27.974558
20319,MMY,barcelone,13.938911,-8.388937,26.815107
20164,MMY,barcelone,16.850548,-6.9655128,26.484768
20262,MMY,barcelone,15.862772,-7.2489915,28.102661
20412,MMY,barcelone,14.964332,-7.839179,27.272263
20619,MMY,barcelone,12.85509,-6.181993,25.754284
20887,MMY,barcelone,14.93661,-5.582428,27.272627
20128,MMY,barcelone,14.21091,-6.9714446,27.582611
20668,MMY,barcelone,14.286117,-6.5989647,26.0792
21059,MMY,barcelone,14.956084,-6.5986924,26.267609
21002,MMY,barcelone,15.156771,-7.573276,27.938461
20222,MMY,barcelone,13.600302,-7.7629743,28.37076
20474,MMY,barcelone,14.662436,-8.445066,24.167372
21063,MMY,barcelone,14.124392,-5.2316866,25.747927
20599,MMY,barcelone,16.026667,-6.8730655,27.756277
20535,MMY,barcelone,14.335921,-8.125993,26.196276
20533,MMY,barcelone,14.384436,-6.7624674,26.069088
20980,MMY,barcelone,13.90916,-8.479174,25.791786
20717,MMY,barcelone,14.974854,-6.0441675,26.155714
20669,MMY,barcelone,15.508116,-9.218548,24.58002
20278,MMY,barcelone,15.362034,-9.7740755,26.083143
20812,MMY,barcelone,16.172094,-8.292527,25.630285
20781,MMY,barcelone,15.612352,-6.946188,25.184776
20701,MMY,barcelone,13.161999,-7.115084,26.34689
21036,MMY,barcelone,13.148673,-6.8427057,26.304317
20677,MMY,barcelone,13.650748,-7.8589554,26.536268
20991,MMY,barcelone,15.449906,-6.6758733,26.630432
20764,MMY,barcelone,13.419948,-7.3248057,25.147125
20553,MMY,barcelone,14.226749,-7.826338,25.701494
20581,MMY,barcelone,14.340503,-8.259673,26.519526
20670,MMY,barcelone,15.858491,-6.8594246,26.571217
20285,MMY,barcelone,14.635045,-10.790263,25.960215
37606,MMY,munich,15.232487,-9.321327,23.039787
20641,MMY,barcelone,13.797615,-7.990406,27.49396
21000,MMY,barcelone,13.948693,-8.963215,27.693396
20652,MMY,barcelone,13.914236,-5.910254,25.45788
20415,MMY,barcelone,13.504816,-8.468635,25.16956
20698,MMY,barcelone,13.243752,-6.3692822,25.362768
20859,MMY,barcelone,16.899988,-7.7868977,27.880732
20734,MMY,barcelone,14.21008,-5.9386644,25.742626
20125,MMY,barcelone,14.513561,-5.7696815,26.557598
20585,MMY,barcelone,14.935064,-7.764123,26.891579
20889,MMY,barcelone,15.089869,-8.750615,25.520863
20700,MMY,barcelone,14.23521,-7.6881495,26.854834
20877,MMY,barcelone,15.337063,-7.0956783,24.88616
21024,MMY,barcelone,15.0307665,-6.096273,26.614195
20306,MMY,barcelone,14.375325,-7.6941833,27.49291
20620,MMY,barcelone,12.535301,-8.915606,27.597708
20881,MMY,barcelone,14.412984,-6.7036905,25.440014
20563,MMY,barcelone,15.422819,-5.46413,26.149609
20130,MMY,barcelone,15.530279,-9.446733,26.925737
20616,MMY,barcelone,14.891899,-8.983807,25.288193
20770,MMY,barcelone,16.398716,-6.9563594,26.680323
20465,MMY,barcelone,16.193264,-9.4564495,27.121904
20156,MMY,barcelone,12.550166,-5.199028,25.881695
20970,MMY,barcelone,14.157366,-7.8340178,26.349407
20924,MMY,barcelone,14.256812,-7.040141,26.077156
20490,MMY,barcelone,14.128479,-5.934067,26.131914
21097,MMY,barcelone,15.8266,-7.1285863,26.838062
20615,MMY,barcelone,14.961816,-8.838522,27.389723
20394,MMY,barcelone,15.29728,-7.489644,27.904976
20623,MMY,barcelone,14.57354,-6.113789,26.871012
20582,MMY,barcelone,13.703116,-5.164996,26.037378
21055,MMY,barcelone,16.67322,-7.9064865,27.292414
20633,MMY,barcelone,13.0259,-5.672261,25.655197
20898,MMY,barcelone,13.838173,-6.834221,27.595171
20977,MMY,barcelone,15.356881,-7.8627396,26.717104
20541,MMY,barcelone,14.909093,-5.360149,26.154564
20398,MMY,barcelone,15.156824,-8.539803,26.881294
20373,MMY,barcelone,13.258759,-5.0167446,26.092659
37610,MMY,munich,13.5574665,-10.0255,23.953693
21023,MMY,barcelone,16.062975,-8.910065,26.053099
20610,MMY,barcelone,13.957507,-7.1641645,26.34699
20872,MMY,barcelone,16.53734,-6.6296773,26.745792
20322,MMY,barcelone,14.834103,-6.6171827,26.210848
20211,MMY,barcelone,13.848871,-7.2487626,28.227295
20268,MMY,barcelone,14.477031,-7.3259625,26.859657
20659,MMY,barcelone,13.6367445,-7.922975,27.143652
20365,MMY,barcelone,14.780194,-7.7451267,27.489248
20199,MMY,barcelone,13.077721,-5.8924675,25.246744
20651,MMY,barcelone,14.205585,-8.753098,27.63031
20480,MMY,barcelone,15.649346,-7.6146975,25.160032
20767,MMY,barcelone,14.364711,-6.4420004,26.116814
21074,MMY,barcelone,13.654814,-5.568897,25.298464
20376,MMY,barcelone,14.332309,-10.100776,24.610872
21056,MMY,barcelone,13.699439,-8.8672695,27.011967
20138,MMY,barcelone,15.440846,-8.015158,28.302008
20962,MMY,barcelone,15.961888,-7.489148,27.704962
20667,MMY,barcelone,13.493885,-6.0519567,25.521711
21087,MMY,barcelone,14.784494,-5.3327794,26.458265
20471,MMY,barcelone,14.789394,-6.342533,27.512655
20132,MMY,barcelone,14.452264,-6.0822606,25.105082
20869,MMY,barcelone,14.272297,-7.16294,27.99545
20100,MMY,barcelone,15.576527,-7.5387235,26.91069
20221,MMY,barcelone,16.05,-8.941089,27.741604
20254,MMY,barcelone,14.832689,-6.413541,27.343704
37609,MMY,munich,12.96295,-9.393048,24.243628
20304,MMY,barcelone,13.49097,-9.321586,27.161974
20142,MMY,barcelone,13.491836,-5.0797005,25.817318
20157,MMY,barcelone,14.366529,-8.301955,25.42233
20966,MMY,barcelone,13.744302,-9.7988405,26.207045
20493,MMY,barcelone,13.419271,-6.690112,26.544523
20096,MMY,barcelone,13.862036,-7.4249954,26.781616
21096,MMY,barcelone,16.649582,-9.12665,27.081371
20640,MMY,barcelone,16.629454,-8.424272,27.10962
20895,MMY,barcelone,13.877756,-6.0511622,25.954031
20692,MMY,barcelone,13.221717,-6.1628976,26.23833
20769,MMY,barcelone,14.585348,-5.612677,26.101974
20351,MMY,barcelone,15.179065,-8.334017,27.007786
20900,MMY,barcelone,14.283302,-5.972109,27.167013
20215,MMY,barcelone,16.52045,-7.249348,26.851059
20772,MMY,barcelone,15.593641,-8.594851,25.842289
20383,MMY,barcelone,13.847062,-5.059301,25.62657
20922,MMY,barcelone,16.534586,-8.220539,26.799988
20656,MMY,barcelone,14.091561,-7.7455163,27.163193
21031,MMY,barcelone,16.185211,-7.9127417,25.89227
20678,MMY,barcelone,14.881063,-7.8702593,25.5483
20242,MMY,barcelone,15.783906,-7.025922,26.145685
20129,MMY,barcelone,14.688966,-9.577313,26.605408
20650,MMY,barcelone,15.170938,-7.3771753,25.708742
20746,MMY,barcelone,14.955039,-7.600578,28.216148
20442,MMY,barcelone,14.553788,-8.838156,27.01918
20433,MMY,barcelone,15.860494,-8.169899,27.672497
20996,MMY,barcelone,15.631483,-6.750188,26.625036
21025,MMY,barcelone,15.694653,-6.1063976,26.929935
21019,MMY,barcelone,15.935712,-10.347519,25.554865
20380,MMY,barcelone,14.532624,-7.8267555,27.39588
20885,MMY,barcelone,13.482141,-5.595991,25.433481
20722,MMY,barcelone,14.447759,-6.643743,26.960136
20185,MMY,barcelone,13.678139,-6.6657343,27.287315
20478,MMY,barcelone,14.720651,-6.7948465,26.228289
20181,MMY,barcelone,15.374186,-6.426054,26.677876
21011,MMY,barcelone,15.119207,-7.5865836,25.277437
20512,MMY,barcelone,15.453636,-7.3236976,25.65556
20447,MMY,barcelone,16.923426,-7.8583612,26.453608
20098,MMY,barcelone,14.777287,-7.191046,27.340187
20797,MMY,barcelone,16.129984,-9.415257,25.833357
20379,MMY,barcelone,13.866864,-6.695764,25.998129
20454,MMY,barcelone,13.899265,-4.701049,25.706076
20237,MMY,barcelone,16.474876,-7.0701947,26.318829
20148,MMY,barcelone,13.74936,-8.118329,26.293083
21091,MMY,barcelone,14.054414,-5.2040834,25.721462
20196,MMY,barcelone,16.589298,-6.5441246,26.907732
20336,MMY,barcelone,15.034796,-7.108228,26.809881
20246,MMY,barcelone,15.624179,-9.838676,26.49084
20457,MMY,barcelone,13.86442,-6.977297,27.134068
20993,MMY,barcelone,15.827252,-7.4852686,27.472952
20282,MMY,barcelone,14.708112,-8.152271,27.202461
20575,MMY,barcelone,14.361697,-5.0554757,26.167652
20916,MMY,barcelone,15.9795885,-7.5885296,25.855751
20833,MMY,barcelone,15.511306,-7.0804253,27.634977
20163,MMY,barcelone,13.654115,-7.36182,27.557287
20956,MMY,barcelone,13.53182,-7.3602457,25.855001
20725,MMY,barcelone,14.459525,-5.7999477,26.877623
20353,MMY,barcelone,16.6251,-10.155565,25.577538
37604,MMY,munich,15.2387705,-8.961959,23.64698
20525,MMY,barcelone,13.654924,-6.778633,26.292376
20122,MMY,barcelone,14.155591,-4.9564013,26.06037
20661,MMY,barcelone,16.47584,-7.9652004,27.345522
21053,MMY,barcelone,13.026185,-5.94961,26.258543
20153,MMY,barcelone,14.513292,-7.8388934,27.332668
20723,MMY,barcelone,14.24834,-5.5734754,25.965044
20913,MMY,barcelone,16.542356,-6.712561,27.47924
20124,MMY,barcelone,14.787002,-5.4150352,27.062498
20459,MMY,barcelone,14.035846,-8.520636,27.384722
20682,MMY,barcelone,13.741552,-8.454262,28.613993
21090,MMY,barcelone,14.021587,-8.182163,26.351624
20704,MMY,barcelone,16.139755,-7.13248,27.47654
20204,MMY,barcelone,16.466087,-6.540392,26.481123
20540,MMY,barcelone,13.948208,-6.1895914,26.250576
20923,MMY,barcelone,14.347691,-5.429628,26.457903
20260,MMY,barcelone,13.980323,-5.7118917,26.218807
20743,MMY,barcelone,15.866392,-9.359494,26.832249
20481,MMY,barcelone,15.897745,-7.3691998,26.242266
20528,MMY,barcelone,15.221931,-7.4095173,27.627258
20311,MMY,barcelone,13.52288,-5.1829143,26.00828
20653,MMY,barcelone,15.819751,-6.9778624,27.496494
21006,MMY,barcelone,13.797826,-8.405778,27.63352
20618,MMY,barcelone,14.506583,-6.951631,27.114416
20836,MMY,barcelone,13.658795,-7.012416,27.490427
20730,MMY,barcelone,14.028588,-5.7354403,26.617792
20648,MMY,barcelone,16.598894,-6.0791335,26.226833
20736,MMY,barcelone,14.0917,-6.486223,25.759562
20679,MMY,barcelone,14.934893,-5.8077707,26.345345
20671,MMY,barcelone,15.866593,-8.392977,26.750277
20366,MMY,barcelone,13.474863,-7.555318,25.425875
20330,MMY,barcelone,14.455779,-7.860702,25.367252
20780,MMY,barcelone,13.986109,-5.6743345,26.715944
20165,MMY,barcelone,14.40972,-6.9427385,26.58297
21020,MMY,barcelone,14.434667,-5.4282184,26.317995
20234,MMY,barcelone,13.543045,-8.74429,25.98138
21018,MMY,barcelone,15.606817,-7.964237,27.61478
20410,MMY,barcelone,14.760522,-5.3958855,25.774971
20718,MMY,barcelone,14.008196,-8.768346,27.258465
20580,MMY,barcelone,14.608666,-5.341269,26.320757
20111,MMY,barcelone,14.892821,-9.460326,27.331541
21067,MMY,barcelone,13.104657,-8.121358,27.49168
20291,MMY,barcelone,15.644094,-9.521233,26.728777
20711,MMY,barcelone,14.075575,-8.676775,27.700283
20587,MMY,barcelone,16.208525,-6.4837213,27.163431
20354,MMY,barcelone,13.49898,-6.6134505,25.203367
20957,MMY,barcelone,14.071416,-6.079786,25.63867
20277,MMY,barcelone,16.310852,-8.014688,27.447483
20844,MMY,barcelone,15.615184,-8.090468,26.591078
20422,MMY,barcelone,16.438406,-8.204715,26.520184
20135,MMY,barcelone,16.256182,-8.977062,25.890646
20375,MMY,barcelone,15.526933,-7.127059,27.015978
20858,MMY,barcelone,16.532503,-9.177546,26.38575
37602,MMY,munich,15.841228,-9.771387,24.139389
20230,MMY,barcelone,13.256606,-8.817337,27.719145
20565,MMY,barcelone,14.968604,-6.1674824,25.379164
20945,MMY,barcelone,15.825103,-8.397357,26.011515
20440,MMY,barcelone,14.371446,-7.714103,25.767323
20328,MMY,barcelone,14.569943,-7.2188907,27.619408
20963,MMY,barcelone,14.333804,-6.3643794,26.827284
20566,MMY,barcelone,16.032032,-7.065082,27.917206
20703,MMY,barcelone,15.380435,-5.6968064,26.198627
20706,MMY,barcelone,13.775681,-5.420478,26.0205
20384,MMY,barcelone,15.036865,-8.970699,27.343302
20809,MMY,barcelone,16.326216,-6.220608,27.059818
20950,MMY,barcelone,14.850112,-7.958742,25.34289
20968,MMY,barcelone,16.742182,-7.863056,26.227558
20794,MMY,barcelone,15.920237,-7.531986,26.253971
20452,MMY,barcelone,13.485423,-7.5880527,26.670475
20840,MMY,barcelone,13.477985,-6.4656935,25.585716
20414,MMY,barcelone,14.509928,-5.587911,26.635696
8544,MO,barcelone,14.498234,-9.043288,25.166918
7665,MO,raabin,12.537819,-10.992854,20.03375
7912,MO,barcelone,15.395627,-7.724032,25.915352
7560,MO,raabin,13.169061,-10.8448,19.08308
7679,MO,raabin,12.20386,-10.008231,20.18131
9613,MO,barcelone,13.962349,-9.671494,26.008877
8850,MO,barcelone,14.369465,-8.862701,26.714716
9024,MO,barcelone,16.518572,-8.637873,27.246883
32501,MO,munich,15.6213665,-9.064144,23.714367
32201,MO,munich,15.009416,-10.010991,24.061327
31965,MO,munich,14.852089,-10.159065,24.30286
7658,MO,barcelone,15.92317,-9.791023,24.81899
33041,MO,munich,14.998562,-10.843133,24.26752
8091,MO,barcelone,13.247274,-9.561793,25.332193
9513,MO,barcelone,16.551577,-8.753954,27.159004
9638,MO,raabin,12.140799,-10.906593,19.355146
9042,MO,barcelone,14.002885,-9.132955,25.884892
9647,MO,barcelone,15.2688465,-8.729573,26.158863
9554,MO,barcelone,16.467575,-6.948786,26.461683
7905,MO,barcelone,14.488037,-6.339504,26.044563
31862,MO,munich,13.851002,-10.166211,23.60824
9363,MO,barcelone,15.932556,-6.3660054,26.607075
31794,MO,munich,15.264793,-9.83349,23.352644
32589,MO,munich,14.347961,-9.248144,22.852337
8683,MO,barcelone,14.851754,-8.10085,25.9439
8818,MO,barcelone,16.602476,-9.344258,27.258795
32378,MO,munich,13.060601,-9.955998,24.264383
9423,MO,barcelone,15.096221,-10.26674,25.751497
33341,MO,munich,14.220148,-10.373754,22.476917
8591,MO,barcelone,15.0127325,-9.3533,25.919004
32630,MO,munich,14.249038,-10.031163,23.50554
8915,MO,raabin,12.334348,-10.48924,19.213135
8853,MO,barcelone,16.320017,-10.247549,25.604832
8003,MO,raabin,12.344211,-10.743461,19.846136
9111,MO,raabin,12.765906,-11.165528,19.218088
7636,MO,barcelone,16.521433,-9.477738,26.194252
7931,MO,barcelone,15.498191,-9.134746,26.646496
32711,MO,munich,15.029208,-9.8772955,24.597286
8958,MO,raabin,12.43873,-10.869564,19.146654
31961,MO,munich,12.647167,-9.767262,26.168287
32709,MO,munich,14.720498,-9.751837,24.584507
8114,MO,barcelone,15.933686,-8.6287775,27.236658
33073,MO,munich,14.322053,-9.632213,23.530045
8858,MO,barcelone,15.598933,-9.552502,25.467108
32375,MO,munich,15.179276,-10.22924,23.88518
7967,MO,barcelone,16.66632,-7.9188113,26.191114
8350,MO,barcelone,14.610839,-9.344511,27.00893
8025,MO,barcelone,15.681323,-10.781077,25.471525
32435,MO,munich,14.928755,-9.654759,23.297731
33346,MO,munich,13.6593075,-9.511603,23.315216
32786,MO,munich,13.732229,-10.768367,23.588512
33366,MO,munich,14.925464,-10.408434,24.330946
8318,MO,raabin,11.816931,-10.674698,19.73607
32173,MO,munich,13.585286,-10.259325,26.387026
32592,MO,munich,14.936268,-10.737323,23.904898
8554,MO,raabin,12.761058,-10.968426,20.090675
8990,MO,barcelone,15.38355,-7.978972,25.38725
9605,MO,barcelone,15.209771,-8.94617,26.323534
7553,MO,raabin,12.934452,-10.925028,19.926863
32316,MO,munich,12.711072,-9.490982,24.388819
8921,MO,raabin,12.100478,-10.997892,19.37174
32232,MO,munich,13.471593,-9.75374,27.333727
8260,MO,barcelone,14.63142,-9.471321,26.72015
32829,MO,munich,14.656806,-10.636134,24.404528
31764,MO,munich,13.9524975,-10.142453,23.6007
31798,MO,munich,14.777971,-10.793254,25.18704
8651,MO,raabin,12.210785,-10.664662,19.60562
32690,MO,munich,14.546107,-10.467673,23.092302
32468,MO,munich,15.972614,-10.34938,25.368593
9190,MO,barcelone,15.528,-9.324059,25.782074
33264,MO,munich,14.854927,-8.493627,23.43164
7596,MO,barcelone,13.697854,-9.921461,26.587215
33394,MO,munich,15.124757,-9.529332,23.665356
9112,MO,barcelone,15.748953,-6.031434,26.606138
31852,MO,munich,13.001291,-9.8179655,24.131124
9281,MO,barcelone,14.557998,-9.368952,27.364117
31755,MO,munich,14.550036,-9.743285,23.320087
33389,MO,munich,15.03516,-9.717456,23.97582
8945,MO,raabin,12.440522,-10.885176,19.042864
7768,MO,barcelone,13.979875,-9.588017,27.045176
7472,MO,raabin,12.386842,-11.402506,19.559988
33042,MO,munich,16.100931,-9.524204,24.569098
33095,MO,munich,14.65844,-10.788798,24.550594
9546,MO,barcelone,14.923626,-8.631655,26.10261
8290,MO,raabin,12.475584,-10.751316,19.962254
9581,MO,barcelone,16.530727,-8.564815,26.378906
9139,MO,raabin,12.084104,-10.628534,19.930042
9585,MO,raabin,11.879789,-10.341888,20.378927
31784,MO,munich,13.007939,-9.897697,25.141376
31956,MO,munich,14.122875,-10.975423,24.323084
31949,MO,munich,14.282934,-9.887381,27.439236
9548,MO,raabin,12.151121,-10.617022,19.91374
8759,MO,barcelone,13.651511,-9.5887,26.613796
32827,MO,munich,14.952757,-11.066418,24.607561
33386,MO,munich,16.690119,-8.23935,26.110018
9114,MO,barcelone,15.318118,-7.7159963,26.875084
7721,MO,barcelone,15.791979,-9.031144,25.890232
33011,MO,munich,15.577805,-9.549331,23.411625
8860,MO,raabin,11.913944,-10.872172,19.585632
32841,MO,munich,13.234031,-8.479079,23.428898
8241,MO,barcelone,15.5742855,-8.17461,25.209505
32422,MO,munich,13.968292,-9.824064,23.989977
33183,MO,munich,15.48212,-9.095874,26.25727
9187,MO,barcelone,14.229717,-7.1528354,26.61657
33134,MO,munich,14.800599,-9.903717,22.90932
33198,MO,munich,15.381654,-9.780478,23.220034
8740,MO,raabin,12.031104,-10.828199,19.888506
33172,MO,munich,13.863916,-9.379962,23.79426
32390,MO,munich,12.813956,-9.263421,23.387072
8143,MO,barcelone,15.593642,-9.750171,26.257727
32074,MO,munich,15.327458,-9.896366,23.415607
32132,MO,munich,14.957061,-10.149442,23.901094
32940,MO,munich,15.700274,-9.769363,24.151218
9337,MO,raabin,13.076809,-10.580653,19.486298
9041,MO,raabin,13.293776,-10.627802,19.754591
32505,MO,munich,14.926855,-9.688786,22.904707
32925,MO,munich,14.578427,-10.536178,24.645588
32642,MO,munich,13.31362,-10.341753,24.93641
32830,MO,munich,14.325172,-10.947788,23.217922
8345,MO,raabin,11.843259,-9.499159,19.473768
33426,MO,munich,14.440335,-9.361477,23.279215
8588,MO,raabin,12.776988,-10.732277,19.360353
8586,MO,raabin,12.716821,-10.70586,20.378414
33259,MO,munich,14.3265705,-10.6206255,23.901503
32599,MO,munich,14.819112,-9.7921505,23.903921
32398,MO,munich,13.875728,-10.867818,24.30992
8652,MO,barcelone,15.303266,-8.856189,25.38726
8484,MO,barcelone,15.960433,-10.212364,26.375174
32560,MO,munich,14.522359,-9.975289,24.579868
32627,MO,munich,13.585321,-10.502015,24.050705
9049,MO,barcelone,16.18182,-7.9600434,26.419281
9485,MO,barcelone,16.405302,-7.250301,26.368248
8688,MO,raabin,11.863131,-10.444814,19.848755
8065,MO,raabin,12.2483835,-11.188468,19.660006
32823,MO,munich,14.433608,-10.446996,24.391872
7570,MO,barcelone,15.719599,-6.25307,25.491838
8045,MO,barcelone,16.472904,-9.1883135,25.67526
9650,MO,barcelone,14.605451,-8.691634,26.610498
7909,MO,barcelone,16.19376,-7.5885687,27.51885
8165,MO,raabin,12.383059,-11.25753,19.439066
8663,MO,raabin,12.318795,-11.125343,19.128393
33082,MO,munich,14.9906845,-9.442904,23.018131
7890,MO,raabin,12.730861,-10.747876,20.368908
8601,MO,raabin,12.941371,-10.576542,19.390676
7824,MO,raabin,12.673862,-10.309311,19.65038
7644,MO,raabin,12.535488,-10.658646,19.291714
7744,MO,raabin,12.725274,-10.345451,20.535868
33113,MO,munich,16.276848,-9.368795,26.140162
9107,MO,barcelone,15.474275,-9.6836605,25.626526
8334,MO,raabin,13.046543,-10.625951,19.48129
8614,MO,barcelone,16.606377,-9.542574,27.290426
9324,MO,barcelone,14.980148,-9.110433,24.825422
32773,MO,munich,13.5252075,-10.005602,24.020294
32325,MO,munich,13.10574,-8.977361,23.163086
8204,MO,barcelone,15.503383,-8.355747,26.463446
32125,MO,munich,13.367924,-9.4730625,24.56494
32757,MO,munich,14.508164,-11.024164,24.165243
32594,MO,munich,13.907095,-9.399011,23.223362
7980,MO,barcelone,16.21414,-9.244246,24.502398
8227,MO,raabin,12.534197,-10.659191,19.558025
9379,MO,barcelone,15.872631,-9.394402,24.61776
32755,MO,munich,14.031013,-9.300472,22.821928
7500,MO,raabin,12.485864,-10.987131,19.516264
9579,MO,barcelone,14.766284,-9.115134,24.934925
7954,MO,barcelone,15.749346,-8.7022705,27.446428
31753,MO,munich,15.2192955,-9.551657,27.773771
7639,MO,raabin,12.468584,-10.939456,19.942358
7920,MO,barcelone,14.868118,-9.076545,25.968557
8572,MO,barcelone,15.070902,-7.9406967,27.160313
32245,MO,munich,16.14924,-9.221483,24.763908
32470,MO,munich,13.770911,-10.330937,24.732481
32231,MO,munich,14.469412,-10.44079,24.07209
32434,MO,munich,13.625895,-8.777399,22.963037
32649,MO,munich,15.66314,-9.526079,23.834621
31752,MO,munich,13.036997,-9.291606,23.920887
33336,MO,munich,14.915741,-10.996691,23.897816
32530,MO,munich,13.354529,-9.702021,24.299435
33162,MO,munich,14.638399,-10.863372,24.161541
8788,MO,barcelone,15.65634,-8.836647,25.064661
8612,MO,raabin,12.119114,-10.954046,20.138287
32785,MO,munich,15.23113,-9.245435,23.318766
31982,MO,munich,13.173938,-9.321181,24.547043
32706,MO,munich,13.504085,-9.368709,23.584726
7475,MO,barcelone,16.285004,-7.551505,27.136328
33306,MO,munich,14.560122,-10.586115,25.10295
8598,MO,barcelone,13.396793,-9.928881,26.682383
8047,MO,barcelone,14.750869,-8.982454,26.166006
31826,MO,munich,14.835373,-10.251801,25.018467
7471,MO,raabin,12.307551,-10.955884,19.259779
7481,MO,barcelone,13.839926,-9.430781,25.078936
33150,MO,munich,14.280443,-10.076617,24.426645
8781,MO,barcelone,15.802272,-8.782601,26.509895
9403,MO,barcelone,14.656512,-8.495601,26.260412
32276,MO,munich,14.926867,-9.229269,22.916
32927,MO,munich,14.875466,-9.787631,23.59476
7712,MO,raabin,13.0547285,-10.565252,19.34301
9271,MO,barcelone,15.387044,-8.656989,25.53477
8814,MO,barcelone,15.335764,-8.761402,26.479351
8420,MO,barcelone,14.570933,-9.98696,25.483109
8967,MO,barcelone,15.910278,-7.439022,27.1319
32702,MO,munich,13.197513,-10.408156,25.352427
31894,MO,munich,13.610736,-9.797397,23.754835
33232,MO,munich,14.623329,-9.667604,22.748898
8773,MO,raabin,12.49751,-10.896447,19.468285
32953,MO,munich,14.567184,-9.840794,22.67887
8128,MO,barcelone,16.578144,-8.408049,26.595072
8286,MO,barcelone,14.972042,-9.71596,24.169403
33267,MO,munich,13.285591,-9.433805,27.622509
7906,MO,barcelone,14.964948,-9.193877,25.69056
9600,MO,barcelone,16.50594,-7.524737,26.014227
33354,MO,munich,14.311933,-9.08927,25.364655
7709,MO,barcelone,14.694532,-7.8633256,25.15019
32885,MO,munich,15.5859995,-10.1255665,23.449759
33021,MO,munich,15.396372,-9.593562,23.599737
9549,MO,barcelone,16.735657,-8.038498,25.668348
32496,MO,munich,14.921946,-9.188739,24.315638
8822,MO,raabin,11.933202,-11.069816,19.766933
33038,MO,munich,15.562167,-9.931731,24.688465
8013,MO,barcelone,14.947442,-9.560108,25.421947
8376,MO,raabin,12.5980015,-10.842723,19.960022
7661,MO,raabin,12.349252,-10.334216,20.786152
7774,MO,barcelone,15.4296055,-9.66437,26.02654
7667,MO,barcelone,14.136494,-9.214625,26.61036
9614,MO,barcelone,15.129831,-5.5366945,25.883968
8459,MO,barcelone,16.836933,-8.203547,26.669992
32579,MO,munich,14.385039,-9.51786,24.689283
7995,MO,barcelone,14.027043,-8.041519,24.004095
8902,MO,raabin,12.749217,-10.370681,19.91851
9340,MO,barcelone,15.5243,-9.848013,25.049442
8115,MO,barcelone,16.172337,-6.741954,26.848923
32888,MO,munich,13.609618,-10.908994,21.40951
7978,MO,raabin,11.9152,-10.415757,19.826166
8738,MO,barcelone,14.692499,-8.66189,27.904207
9449,MO,raabin,12.553428,-10.548159,20.312174
7849,MO,raabin,13.000006,-10.504079,20.030966
32300,MO,munich,13.25847,-8.74616,22.917236
8400,MO,barcelone,13.3275385,-10.209043,26.396288
9291,MO,barcelone,14.314767,-8.857225,25.416342
31811,MO,munich,15.0461645,-9.503997,22.874659
32065,MO,munich,15.407766,-10.439124,24.521282
